repo	side	path	qualified_name	kind	leading_line
filament-ide-rs	new_only_recovered_file	ui/tests/e2e/tc-784-786-789-project-switcher.spec.ts	emitProjectsChanged	Function	37
filament-ide-rs	new_only_recovered_file	ui/tests/e2e/tc-784-786-789-project-switcher.spec.ts	stripComments	Function	196
filament-ide-rs	new_only_recovered_file	ui/tests/e2e/tc-784-786-789-project-switcher.spec.ts	switcherList	Function	34
filament-ide-rs	new_only_recovered_file	ui/tests/e2e/tc-784-786-789-project-switcher.spec.ts	tc-784 switcher list and live update	Container	46
filament-ide-rs	new_only_recovered_file	ui/tests/e2e/tc-784-786-789-project-switcher.spec.ts	tc-784: a projects-changed event updates the list without a reload	TestFunction	72
filament-ide-rs	new_only_recovered_file	ui/tests/e2e/tc-784-786-789-project-switcher.spec.ts	tc-784: loading and empty registry states are distinguished	TestFunction	132
filament-ide-rs	new_only_recovered_file	ui/tests/e2e/tc-784-786-789-project-switcher.spec.ts	tc-784: manual refresh re-sources the list from the registry command	TestFunction	105
filament-ide-rs	new_only_recovered_file	ui/tests/e2e/tc-784-786-789-project-switcher.spec.ts	tc-784: the switcher lists exactly the registry's projects	TestFunction	47
filament-ide-rs	new_only_recovered_file	ui/tests/e2e/tc-784-786-789-project-switcher.spec.ts	tc-786 stale-entry open refusal	Container	153
filament-ide-rs	new_only_recovered_file	ui/tests/e2e/tc-784-786-789-project-switcher.spec.ts	tc-786: opening an entry absent from the registry surfaces SHELL_ROOT_REFUSED and constructs no scope	TestFunction	154
filament-ide-rs	new_only_recovered_file	ui/tests/e2e/tc-784-786-789-project-switcher.spec.ts	tc-789 switcher-open binding inspection	Container	193
filament-ide-rs	new_only_recovered_file	ui/tests/e2e/tc-784-786-789-project-switcher.spec.ts	tc-789: discovered-project metadata payloads carry id and name only	TestFunction	213
filament-ide-rs	new_only_recovered_file	ui/tests/e2e/tc-784-786-789-project-switcher.spec.ts	tc-789: the generated switcher-open binding carries a registry-entry reference only	TestFunction	199
filament-ide-rs	new_only_recovered_file	ui/tests/e2e/tc-784-786-789-project-switcher.spec.ts	ui/tests/e2e/tc-784-786-789-project-switcher.spec	Container	1
filament-ide-rs	new_only_recovered_file	ui/tests/mocks/handlers.ts	activeGraphFixture	Function	132
filament-ide-rs	new_only_recovered_file	ui/tests/mocks/handlers.ts	assertBoundedLinks	Function	493
filament-ide-rs	new_only_recovered_file	ui/tests/mocks/handlers.ts	datedPlanDetail	Function	608
filament-ide-rs	new_only_recovered_file	ui/tests/mocks/handlers.ts	day	Function	614
filament-ide-rs	new_only_recovered_file	ui/tests/mocks/handlers.ts	day	Function	682
filament-ide-rs	new_only_recovered_file	ui/tests/mocks/handlers.ts	defaultPlanDetail	Function	574
filament-ide-rs	new_only_recovered_file	ui/tests/mocks/handlers.ts	emitAgentOutput	Function	426
filament-ide-rs	new_only_recovered_file	ui/tests/mocks/handlers.ts	isLoopbackEndpoint	Function	525
filament-ide-rs	new_only_recovered_file	ui/tests/mocks/handlers.ts	mixedPlanDetail	Function	675
filament-ide-rs	new_only_recovered_file	ui/tests/mocks/handlers.ts	node	Function	564
filament-ide-rs	new_only_recovered_file	ui/tests/mocks/handlers.ts	referencePlanDetail	Function	707
filament-ide-rs	new_only_recovered_file	ui/tests/mocks/handlers.ts	refuse	Function	486
filament-ide-rs	new_only_recovered_file	ui/tests/mocks/handlers.ts	resetVerbRequestLog	Function	124
filament-ide-rs	new_only_recovered_file	ui/tests/mocks/handlers.ts	retargetRegistryForWorkspaceChange	Function	466
filament-ide-rs	new_only_recovered_file	ui/tests/mocks/handlers.ts	subtaskFor	Function	578
filament-ide-rs	new_only_recovered_file	ui/tests/mocks/handlers.ts	taskId	Function	720
filament-ide-rs	new_only_recovered_file	ui/tests/mocks/handlers.ts	tokenIsPresent	Function	765
filament-ide-rs	new_only_recovered_file	ui/tests/mocks/handlers.ts	tracksPlanDetail	Function	642
